"";"CHOR1.wiek.grupa";"CHOR1.wiek.median";"CHOR1.wiek.mean";"CHOR1.wiek.min";"CHOR1.wiek.max";"CHOR1.wiek.sd";"CHOR1.hsCRP.grupa";"CHOR1.hsCRP.median";"CHOR1.hsCRP.mean";"CHOR1.hsCRP.min";"CHOR1.hsCRP.max";"CHOR1.hsCRP.sd";"CHOR1.ERY.grupa";"CHOR1.ERY.median";"CHOR1.ERY.mean";"CHOR1.ERY.min";"CHOR1.ERY.max";"CHOR1.ERY.sd";"CHOR1.PLT.grupa";"CHOR1.PLT.median";"CHOR1.PLT.mean";"CHOR1.PLT.min";"CHOR1.PLT.max";"CHOR1.PLT.sd";"CHOR1.HGB.grupa";"CHOR1.HGB.median";"CHOR1.HGB.mean";"CHOR1.HGB.min";"CHOR1.HGB.max";"CHOR1.HGB.sd";"CHOR1.HCT.grupa";"CHOR1.HCT.median";"CHOR1.HCT.mean";"CHOR1.HCT.min";"CHOR1.HCT.max";"CHOR1.HCT.sd";"CHOR1.MCHC.grupa";"CHOR1.MCHC.median";"CHOR1.MCHC.mean";"CHOR1.MCHC.min";"CHOR1.MCHC.max";"CHOR1.MCHC.sd";"CHOR1.MON.grupa";"CHOR1.MON.median";"CHOR1.MON.mean";"CHOR1.MON.min";"CHOR1.MON.max";"CHOR1.MON.sd";"CHOR1.LEU.grupa";"CHOR1.LEU.median";"CHOR1.LEU.mean";"CHOR1.LEU.min";"CHOR1.LEU.max";"CHOR1.LEU.sd";"CHOR2.wiek.grupa";"CHOR2.wiek.median";"CHOR2.wiek.mean";"CHOR2.wiek.min";"CHOR2.wiek.max";"CHOR2.wiek.sd";"CHOR2.hsCRP.grupa";"CHOR2.hsCRP.median";"CHOR2.hsCRP.mean";"CHOR2.hsCRP.min";"CHOR2.hsCRP.max";"CHOR2.hsCRP.sd";"CHOR2.ERY.grupa";"CHOR2.ERY.median";"CHOR2.ERY.mean";"CHOR2.ERY.min";"CHOR2.ERY.max";"CHOR2.ERY.sd";"CHOR2.PLT.grupa";"CHOR2.PLT.median";"CHOR2.PLT.mean";"CHOR2.PLT.min";"CHOR2.PLT.max";"CHOR2.PLT.sd";"CHOR2.HGB.grupa";"CHOR2.HGB.median";"CHOR2.HGB.mean";"CHOR2.HGB.min";"CHOR2.HGB.max";"CHOR2.HGB.sd";"CHOR2.HCT.grupa";"CHOR2.HCT.median";"CHOR2.HCT.mean";"CHOR2.HCT.min";"CHOR2.HCT.max";"CHOR2.HCT.sd";"CHOR2.MCHC.grupa";"CHOR2.MCHC.median";"CHOR2.MCHC.mean";"CHOR2.MCHC.min";"CHOR2.MCHC.max";"CHOR2.MCHC.sd";"CHOR2.MON.grupa";"CHOR2.MON.median";"CHOR2.MON.mean";"CHOR2.MON.min";"CHOR2.MON.max";"CHOR2.MON.sd";"CHOR2.LEU.grupa";"CHOR2.LEU.median";"CHOR2.LEU.mean";"CHOR2.LEU.min";"CHOR2.LEU.max";"CHOR2.LEU.sd";"KONTROLA.wiek.grupa";"KONTROLA.wiek.median";"KONTROLA.wiek.mean";"KONTROLA.wiek.min";"KONTROLA.wiek.max";"KONTROLA.wiek.sd";"KONTROLA.hsCRP.grupa";"KONTROLA.hsCRP.median";"KONTROLA.hsCRP.mean";"KONTROLA.hsCRP.min";"KONTROLA.hsCRP.max";"KONTROLA.hsCRP.sd";"KONTROLA.ERY.grupa";"KONTROLA.ERY.median";"KONTROLA.ERY.mean";"KONTROLA.ERY.min";"KONTROLA.ERY.max";"KONTROLA.ERY.sd";"KONTROLA.PLT.grupa";"KONTROLA.PLT.median";"KONTROLA.PLT.mean";"KONTROLA.PLT.min";"KONTROLA.PLT.max";"KONTROLA.PLT.sd";"KONTROLA.HGB.grupa";"KONTROLA.HGB.median";"KONTROLA.HGB.mean";"KONTROLA.HGB.min";"KONTROLA.HGB.max";"KONTROLA.HGB.sd";"KONTROLA.HCT.grupa";"KONTROLA.HCT.median";"KONTROLA.HCT.mean";"KONTROLA.HCT.min";"KONTROLA.HCT.max";"KONTROLA.HCT.sd";"KONTROLA.MCHC.grupa";"KONTROLA.MCHC.median";"KONTROLA.MCHC.mean";"KONTROLA.MCHC.min";"KONTROLA.MCHC.max";"KONTROLA.MCHC.sd";"KONTROLA.MON.grupa";"KONTROLA.MON.median";"KONTROLA.MON.mean";"KONTROLA.MON.min";"KONTROLA.MON.max";"KONTROLA.MON.sd";"KONTROLA.LEU.grupa";"KONTROLA.LEU.median";"KONTROLA.LEU.mean";"KONTROLA.LEU.min";"KONTROLA.LEU.max";"KONTROLA.LEU.sd"
"1";"CHOR1";29;29,56;17;43;5,88132638101305;"CHOR1";3,96646;6,10302208;0,487607;42,6499;8,82463336670516;"CHOR1";4,2;5,3628;3,53;33;5,76716027752538;"CHOR1";217;225,28;128;336;54,2229348769196;"CHOR1";12,4047;12,4017251671233;9,5049;14,499;1,1934490705725;"CHOR1";0,363;0,36356;0,28;0,405;0,0308113615408343;"CHOR1";35,0471;35,1288212;32,5556;36,8742;0,877503852880051;"CHOR1";0,76;0,857881081081081;0,48;1,52;0,292944576181064;"CHOR1";11,66;12,022;6,79;16,81;2,58207926550161;"CHOR2";30;30,04;21;42;5,89830484122345;"CHOR2";3,44546;5,5360292;0,335089;19,2124;4,64558714955676;"CHOR2";4,27;4,1976;3,25;5,04;0,465369745471276;"CHOR2";195;209,12;91;456;75,2231790518499;"CHOR2";12,5658;12,8061612;9,8271;22,2318;2,3730232331113;"CHOR2";0,36;0,345972;0,0423;0,412;0,0730378527431724;"CHOR2";35,5454;35,552044;32,8878;38,8674;1,29060163169482;"CHOR2";0,66;0,9528;0,14;7;1,29786850900492;"CHOR2";12;12,0376;7,95;16,59;2,31820562792288;"KONTROLA";32;32,32;23;48;5,61040699652589;"KONTROLA";4,22037;5,295149;0,75844;14,3951;3,9965803830723;"KONTROLA";3,98;4,0132;3,09;5,05;0,457117052843142;"KONTROLA";214;225,88;147;434;63,8130864321731;"KONTROLA";11,4381;11,2998011671233;9,5049;13,2102;1,07475787109754;"KONTROLA";0,339;0,33756;0,279;0,389;0,0302587177520793;"KONTROLA";34,5488;34,402632;32,0573;36,0437;1,11970784869685;"KONTROLA";0,76;0,7604;0,35;1,25;0,187516221520522;"KONTROLA";10,68;11,3604;4,83;17,46;3,08124904327233
